Month,Store,Metric,Amount (Rs Lakhs)
July 2024,STN,COGS (food +packaging),7.0985
July 2024,VBP,COGS (food +packaging),21.7537
July 2024,ADM,COGS (food +packaging),34.4995
July 2024,SFC,COGS (food +packaging),19.8509
July 2024,SCK,COGS (food +packaging),20.9372
July 2024,SES,COGS (food +packaging),11.9659
July 2024,JIG,COGS (food +packaging),19.3019
July 2024,GCN,COGS (food +packaging),13.4437
July 2024,ANN,COGS (food +packaging),16.3243
July 2024,SKO,COGS (food +packaging),19.1362
July 2024,JAP,COGS (food +packaging),11.0345
July 2024,DWR,COGS (food +packaging),12.8784
July 2024,AVK,COGS (food +packaging),9.7839
July 2024,CYG,COGS (food +packaging),8.9824
July 2024,NSS,COGS (food +packaging),15.8619
July 2024,GEB,COGS (food +packaging),13.0487
July 2024,ROH,COGS (food +packaging),10.6415
July 2024,EKL,COGS (food +packaging),24.1204
July 2024,PBF,COGS (food +packaging),8.64
July 2024,KBB,COGS (food +packaging),11.6427
July 2024,PRM,COGS (food +packaging),5.3949
July 2024,KAM,COGS (food +packaging),2.4697
July 2024,IHY,COGS (food +packaging),15.5892
July 2024,DCH,COGS (food +packaging),13.1901
July 2024,SCH,COGS (food +packaging),10.5113
July 2024,LTP,COGS (food +packaging),9.1871
July 2024,FSM,COGS (food +packaging),8.6686
July 2024,GSM,COGS (food +packaging),8.8656
July 2024,PPM,COGS (food +packaging),8.6706
July 2024,FLM,COGS (food +packaging),10.6633
July 2024,FDN,COGS (food +packaging),23.2117
July 2024,DTK,COGS (food +packaging),16.6482
July 2024,AKA,COGS (food +packaging),7.4698
July 2024,HIM,COGS (food +packaging),8.3218
July 2024,SMR,COGS (food +packaging),21.1449
July 2024,ATL,COGS (food +packaging),10.7652
July 2024,DSL,COGS (food +packaging),5.7035
July 2024,ATT,COGS (food +packaging),5.455
July 2024,BNJ,COGS (food +packaging),5.657
July 2024,DLP,COGS (food +packaging),10.4872
July 2024,EXA,COGS (food +packaging),13.4398
July 2024,VRA,COGS (food +packaging),9.6992
July 2024,CPM,COGS (food +packaging),10.0394
July 2024,KTP,COGS (food +packaging),15.7629
July 2024,CAR,COGS (food +packaging),6.2929
July 2024,VEL,COGS (food +packaging),12.5917
July 2024,EGL,store Labor Cost,2.9496
July 2024,ITPL,store Labor Cost,6.5807
July 2024,RMZ,store Labor Cost,3.25
July 2024,KOR,store Labor Cost,3.8766
July 2024,INB,store Labor Cost,0.0
July 2024,DIV,store Labor Cost,4.5572
July 2024,IND,store Labor Cost,6.7917
July 2024,BAG,store Labor Cost,3.1007
July 2024,ECO-old,store Labor Cost,0.0
July 2024,DLF,store Labor Cost,0.0
July 2024,MAN,store Labor Cost,2.9961
July 2024,ECW-old,store Labor Cost,3.3751
July 2024,MTP,store Labor Cost,1.9756
July 2024,ETV,store Labor Cost,0.0
July 2024,VIR,store Labor Cost,3.9412
July 2024,Tecno,store Labor Cost,0.0
July 2024,ARK,store Labor Cost,4.309
July 2024,SIG,store Labor Cost,0.0
July 2024,HSR,store Labor Cost,6.5339
July 2024,CVR,store Labor Cost,2.0459
July 2024,SJP,store Labor Cost,0.2485
July 2024,ORW,store Labor Cost,3.4927
July 2024,EST,store Labor Cost,4.3665
July 2024,ORE,store Labor Cost,0.0
July 2024,AUR,store Labor Cost,0.0
July 2024,JPN,store Labor Cost,4.9228
July 2024,JPC,store Labor Cost,0.0
July 2024,PTP,store Labor Cost,0.0
July 2024,SEC,store Labor Cost,0.0
July 2024,SYH,store Labor Cost,5.4134
July 2024,ETF,store Labor Cost,3.4857
July 2024,GSC,store Labor Cost,2.5896
July 2024,PRI,store Labor Cost,0.0
July 2024,ECN,store Labor Cost,2.5924
July 2024,RGA,store Labor Cost,3.0393
July 2024,KNP,store Labor Cost,3.4208
July 2024,KCK,store Labor Cost,3.9802
July 2024,BVG,store Labor Cost,4.7403
July 2024,CLA,store Labor Cost,3.9173
July 2024,IBC,store Labor Cost,2.8706
July 2024,BTG,store Labor Cost,3.4964
July 2024,ECT,store Labor Cost,4.1387
July 2024,RRR,store Labor Cost,3.3372
July 2024,SHV,store Labor Cost,4.4666
July 2024,DCB,store Labor Cost,3.1133
July 2024,STN,store Labor Cost,2.6468
July 2024,VBP,store Labor Cost,4.0845
July 2024,ADM,store Labor Cost,6.3023
July 2024,SFC,store Labor Cost,3.5463
July 2024,SCK,store Labor Cost,3.7145
July 2024,SES,store Labor Cost,3.2454
July 2024,JIG,store Labor Cost,4.6359
July 2024,GCN,store Labor Cost,3.2728
July 2024,ANN,store Labor Cost,4.4189
July 2024,SKO,store Labor Cost,4.6599
July 2024,JAP,store Labor Cost,2.9682
July 2024,DWR,store Labor Cost,2.9424
July 2024,AVK,store Labor Cost,4.1094
July 2024,CYG,store Labor Cost,3.4006
July 2024,NSS,store Labor Cost,2.9381
July 2024,GEB,store Labor Cost,3.6066
July 2024,ROH,store Labor Cost,3.2914
July 2024,EKL,store Labor Cost,5.8077
July 2024,PBF,store Labor Cost,4.165
July 2024,KBB,store Labor Cost,3.4783
July 2024,PRM,store Labor Cost,3.0709
July 2024,KAM,store Labor Cost,0.1952
July 2024,IHY,store Labor Cost,4.2509
July 2024,DCH,store Labor Cost,2.8037
July 2024,SCH,store Labor Cost,3.3332
July 2024,LTP,store Labor Cost,3.2981
July 2024,FSM,store Labor Cost,2.7207
July 2024,GSM,store Labor Cost,3.6705
July 2024,PPM,store Labor Cost,2.9767
July 2024,FLM,store Labor Cost,2.963
July 2024,FDN,store Labor Cost,4.4634
July 2024,DTK,store Labor Cost,3.8821
July 2024,AKA,store Labor Cost,4.4808
July 2024,HIM,store Labor Cost,3.4063
July 2024,SMR,store Labor Cost,4.6234
July 2024,ATL,store Labor Cost,3.5255
July 2024,DSL,store Labor Cost,3.2627
July 2024,ATT,store Labor Cost,2.9246
July 2024,BNJ,store Labor Cost,2.5153
July 2024,DLP,store Labor Cost,3.9746
July 2024,EXA,store Labor Cost,3.5509
July 2024,VRA,store Labor Cost,4.9768
July 2024,CPM,store Labor Cost,4.1182
July 2024,KTP,store Labor Cost,4.9089
July 2024,CAR,store Labor Cost,2.7656
July 2024,VEL,store Labor Cost,4.2642
July 2024,EGL,Utility Cost,0.82
July 2024,ITPL,Utility Cost,1.7
July 2024,RMZ,Utility Cost,0.5514
July 2024,KOR,Utility Cost,2.1563
July 2024,INB,Utility Cost,0.0
July 2024,DIV,Utility Cost,1.3758
July 2024,IND,Utility Cost,2.4105
July 2024,BAG,Utility Cost,0.5627
July 2024,ECO-old,Utility Cost,0.0
July 2024,DLF,Utility Cost,0.0
July 2024,MAN,Utility Cost,0.8967
July 2024,ECW-old,Utility Cost,1.1602
July 2024,MTP,Utility Cost,0.7358
July 2024,ETV,Utility Cost,0.0
July 2024,VIR,Utility Cost,1.658
July 2024,Tecno,Utility Cost,0.0
July 2024,ARK,Utility Cost,1.5943
July 2024,SIG,Utility Cost,0.0
July 2024,HSR,Utility Cost,2.1902
July 2024,CVR,Utility Cost,0.8141
July 2024,SJP,Utility Cost,0.2817
July 2024,ORW,Utility Cost,1.0264
July 2024,EST,Utility Cost,1.5784
July 2024,ORE,Utility Cost,0.0
July 2024,AUR,Utility Cost,0.0
July 2024,JPN,Utility Cost,1.9062
July 2024,JPC,Utility Cost,0.0
July 2024,PTP,Utility Cost,0.0
July 2024,SEC,Utility Cost,0.0
July 2024,SYH,Utility Cost,1.9668
July 2024,ETF,Utility Cost,0.6238
July 2024,GSC,Utility Cost,0.0
July 2024,PRI,Utility Cost,0.0
July 2024,ECN,Utility Cost,1.0234
July 2024,RGA,Utility Cost,0.9173
July 2024,KNP,Utility Cost,1.4249
July 2024,KCK,Utility Cost,1.5306
July 2024,BVG,Utility Cost,1.1838
July 2024,CLA,Utility Cost,1.2876
July 2024,IBC,Utility Cost,0.843
July 2024,BTG,Utility Cost,0.4
July 2024,ECT,Utility Cost,1.5785
July 2024,RRR,Utility Cost,1.0332
July 2024,SHV,Utility Cost,0.9231
July 2024,DCB,Utility Cost,0.01
July 2024,STN,Utility Cost,0.9
July 2024,VBP,Utility Cost,1.3568
July 2024,ADM,Utility Cost,1.5148
July 2024,SFC,Utility Cost,0.9932
July 2024,SCK,Utility Cost,1.0851
July 2024,SES,Utility Cost,1.0209
July 2024,JIG,Utility Cost,2.1834
July 2024,GCN,Utility Cost,1.0814
July 2024,ANN,Utility Cost,1.5076
July 2024,SKO,Utility Cost,1.9252
July 2024,JAP,Utility Cost,1.2987
July 2024,DWR,Utility Cost,1.0515
July 2024,AVK,Utility Cost,1.0006
July 2024,CYG,Utility Cost,0.7646
July 2024,NSS,Utility Cost,1.2258
July 2024,GEB,Utility Cost,2.2128
July 2024,ROH,Utility Cost,1.1804
July 2024,EKL,Utility Cost,3.0721
July 2024,PBF,Utility Cost,0.5822
July 2024,KBB,Utility Cost,0.9607
July 2024,PRM,Utility Cost,0.9375
July 2024,KAM,Utility Cost,0.8718
July 2024,IHY,Utility Cost,1.0499
July 2024,DCH,Utility Cost,0.0
July 2024,SCH,Utility Cost,1.0642
July 2024,LTP,Utility Cost,1.3905
July 2024,FSM,Utility Cost,0.3871
July 2024,GSM,Utility Cost,0.8679
July 2024,PPM,Utility Cost,0.8303
July 2024,FLM,Utility Cost,1.4045
July 2024,FDN,Utility Cost,2.822
July 2024,DTK,Utility Cost,1.7016
July 2024,AKA,Utility Cost,0.9996
July 2024,HIM,Utility Cost,1.0354
July 2024,SMR,Utility Cost,1.9358
July 2024,ATL,Utility Cost,0.8
July 2024,DSL,Utility Cost,0.7213
July 2024,ATT,Utility Cost,1.2928
July 2024,BNJ,Utility Cost,0.5852
July 2024,DLP,Utility Cost,0.64
July 2024,EXA,Utility Cost,0.7788
July 2024,VRA,Utility Cost,1.891
July 2024,CPM,Utility Cost,0.9872
July 2024,KTP,Utility Cost,2.633
July 2024,CAR,Utility Cost,0.95
July 2024,VEL,Utility Cost,1.733
July 2024,EGL,Rent ,2.7128
July 2024,ITPL,Rent ,6.4408
July 2024,RMZ,Rent ,2.4978
July 2024,KOR,Rent ,2.36
July 2024,INB,Rent ,0.0
July 2024,DIV,Rent ,2.4331
July 2024,IND,Rent ,2.4811
July 2024,BAG,Rent ,1.6517
July 2024,ECO-old,Rent ,0.0
July 2024,DLF,Rent ,0.0
July 2024,MAN,Rent ,3.1363
July 2024,ECW-old,Rent ,2.158
July 2024,MTP,Rent ,2.1427
July 2024,ETV,Rent ,0.0
July 2024,VIR,Rent ,2.3048
July 2024,ARK,Rent ,1.5528
July 2024,SIG,Rent ,0.0
July 2024,HSR,Rent ,2.0661
July 2024,CVR,Rent ,1.3897
July 2024,SJP,Rent ,2.5
July 2024,ORW,Rent ,4.8463
July 2024,EST,Rent ,1.701
July 2024,ORE,Rent ,0.0
July 2024,AUR,Rent ,0.0
July 2024,JPN,Rent ,5.714
July 2024,JPC,Rent ,0.0
July 2024,PTP,Rent ,0.0
July 2024,SEC,Rent ,0.0
July 2024,SYH,Rent ,2.065
July 2024,ETF,Rent ,4.6759
July 2024,GSC,Rent ,0.0
July 2024,PRI,Rent ,0.0
July 2024,ECN,Rent ,3.1763
July 2024,RGA,Rent ,2.1937
July 2024,KNP,Rent ,1.652
July 2024,KCK,Rent ,0.3828
July 2024,BVG,Rent ,1.405
July 2024,CLA,Rent ,0.3643
July 2024,IBC,Rent ,0.7611
July 2024,BTG,Rent ,3.0017
July 2024,ECT,Rent ,1.6
July 2024,RRR,Rent ,2.0645
July 2024,SHV,Rent ,1.416
July 2024,DCB,Rent ,0.0
July 2024,STN,Rent ,2.832
July 2024,VBP,Rent ,2.6727
July 2024,ADM,Rent ,5.063
July 2024,SFC,Rent ,0.4969
July 2024,SCK,Rent ,0.441
July 2024,SES,Rent ,0.3307
July 2024,JIG,Rent ,1.45
July 2024,GCN,Rent ,2.2727
July 2024,ANN,Rent ,4.4341
July 2024,SKO,Rent ,3.9568
July 2024,JAP,Rent ,0.371
July 2024,DWR,Rent ,0.3675
July 2024,AVK,Rent ,2.36
July 2024,CYG,Rent ,2.955
July 2024,NSS,Rent ,0.47
July 2024,GEB,Rent ,1.227
July 2024,ROH,Rent ,0.45
July 2024,EKL,Rent ,3.54
July 2024,PBF,Rent ,2.2454
July 2024,KBB,Rent ,0.2754
July 2024,PRM,Rent ,2.4314
July 2024,KAM,Rent ,4.2047
July 2024,IHY,Rent ,6.7196
July 2024,DCH,Rent ,0.0
July 2024,SCH,Rent ,3.1447
July 2024,LTP,Rent ,2.0996
July 2024,FSM,Rent ,3.7505
July 2024,GSM,Rent ,1.18
July 2024,PPM,Rent ,1.8896
July 2024,FLM,Rent ,1.9
July 2024,FDN,Rent ,3.3181
July 2024,DTK,Rent ,4.135
July 2024,AKA,Rent ,1.593
July 2024,HIM,Rent ,1.475
July 2024,SMR,Rent ,1.6388
July 2024,ATL,Rent ,2.6761
July 2024,DSL,Rent ,1.6004
July 2024,ATT,Rent ,1.888
July 2024,BNJ,Rent ,4.13
July 2024,DLP,Rent ,3.3555
July 2024,EXA,Rent ,4.5103
July 2024,VRA,Rent ,3.071
July 2024,CPM,Rent ,4.0513
July 2024,KTP,Rent ,3.4813
July 2024,CAR,Rent ,1.8741
July 2024,VEL,Rent ,1.394
July 2024,EGL,CAM,0.0
July 2024,ITPL,CAM,0.0
July 2024,RMZ,CAM,0.1888
July 2024,KOR,CAM,0.0
July 2024,INB,CAM,0.0
July 2024,DIV,CAM,0.177
July 2024,IND,CAM,0.0
July 2024,BAG,CAM,0.3098
July 2024,ECO-old,CAM,0.0
July 2024,DLF,CAM,0.0
July 2024,MAN,CAM,0.0
July 2024,ECW-old,CAM,0.2036
July 2024,MTP,CAM,0.0
July 2024,ETV,CAM,0.0
July 2024,VIR,CAM,0.295
July 2024,Tecno,CAM,0.0
July 2024,ARK,CAM,0.0
July 2024,SIG,CAM,0.0
July 2024,HSR,CAM,0.0
July 2024,CVR,CAM,0.295
July 2024,SJP,CAM,0.0
July 2024,ORW,CAM,1.0762
July 2024,EST,CAM,0.3788
July 2024,ORE,CAM,0.0
July 2024,AUR,CAM,0.0
July 2024,JPN,CAM,0.0
July 2024,JPC,CAM,0.0
July 2024,PTP,CAM,0.0
July 2024,SEC,CAM,0.0
July 2024,SYH,CAM,0.0
July 2024,ETF,CAM,0.0
July 2024,GSC,CAM,0.0
July 2024,PRI,CAM,0.0
July 2024,ECN,CAM,0.4553
July 2024,RGA,CAM,0.2643
July 2024,KCK,CAM,0.0
July 2024,BVG,CAM,0.118
July 2024,CLA,CAM,0.0
July 2024,IBC,CAM,0.0
July 2024,BTG,CAM,0.2602
July 2024,ECT,CAM,0.0
July 2024,RRR,CAM,0.4413
July 2024,SHV,CAM,0.1475
July 2024,DCB,CAM,0.0
July 2024,STN,CAM,0.59
July 2024,VBP,CAM,0.4673
July 2024,ADM,CAM,1.2213
July 2024,SFC,CAM,0.0578
July 2024,SCK,CAM,0.0
July 2024,SES,CAM,0.0
July 2024,JIG,CAM,0.0865
July 2024,GCN,CAM,0.6938
July 2024,ANN,CAM,0.8615
July 2024,SKO,CAM,1.03
July 2024,JAP,CAM,0.0
July 2024,DWR,CAM,0.0
July 2024,AVK,CAM,0.7722
July 2024,CYG,CAM,0.8937
July 2024,NSS,CAM,0.0
July 2024,GEB,CAM,0.563
July 2024,ROH,CAM,0.0
July 2024,EKL,CAM,0.0
July 2024,PBF,CAM,0.59
July 2024,KBB,CAM,0.531
July 2024,PRM,CAM,1.3017
July 2024,KAM,CAM,0.0452
July 2024,IHY,CAM,0.4248
July 2024,DCH,CAM,0.0
July 2024,SCH,CAM,0.5464
July 2024,LTP,CAM,0.4507
July 2024,FSM,CAM,0.5711
July 2024,GSM,CAM,0.2654
July 2024,PPM,CAM,0.4553
July 2024,FLM,CAM,0.0949
July 2024,FDN,CAM,0.2804
July 2024,DTK,CAM,0.2322
July 2024,AKA,CAM,0.59
July 2024,HIM,CAM,0.0
July 2024,SMR,CAM,0.209
July 2024,ATL,CAM,0.531
July 2024,DSL,CAM,0.413
July 2024,ATT,CAM,0.0944
July 2024,BNJ,CAM,0.0
July 2024,DLP,CAM,0.7514
July 2024,EXA,CAM,0.63
July 2024,VRA,CAM,1.0915
July 2024,CPM,CAM,0.7499
July 2024,KTP,CAM,0.531
July 2024,CAR,CAM,0.693
July 2024,EGL,Aggregator commission,0.0
July 2024,ITPL,Aggregator commission,9.0586
July 2024,RMZ,Aggregator commission,0.9723
July 2024,KOR,Aggregator commission,7.1739
July 2024,INB,Aggregator commission,0.0
July 2024,DIV,Aggregator commission,2.5356
July 2024,IND,Aggregator commission,14.122
July 2024,BAG,Aggregator commission,0.8334
July 2024,MAN,Aggregator commission,2.5561
July 2024,ECW-old,Aggregator commission,5.9686
July 2024,MTP,Aggregator commission,0.0
July 2024,VIR,Aggregator commission,5.1999
July 2024,Tecno,Aggregator commission,0.0
July 2024,ARK,Aggregator commission,9.371
July 2024,HSR,Aggregator commission,13.4571
July 2024,CVR,Aggregator commission,0.0
July 2024,SJP,Aggregator commission,0.8508
July 2024,ORW,Aggregator commission,1.7913
July 2024,EST,Aggregator commission,6.3191
July 2024,JPN,Aggregator commission,8.5042
July 2024,SYH,Aggregator commission,7.9326
July 2024,ETF,Aggregator commission,0.0
July 2024,GSC,Aggregator commission,0.0
July 2024,PRI,Aggregator commission,0.0
July 2024,ECN,Aggregator commission,3.1007
July 2024,RGA,Aggregator commission,4.6704
July 2024,KNP,Aggregator commission,4.0409
July 2024,KCK,Aggregator commission,10.6119
July 2024,BVG,Aggregator commission,4.9139
July 2024,CLA,Aggregator commission,6.174
July 2024,IBC,Aggregator commission,1.6282
July 2024,BTG,Aggregator commission,5.4524
July 2024,ECT,Aggregator commission,5.7919
July 2024,RRR,Aggregator commission,3.2962
July 2024,SHV,Aggregator commission,4.6204
July 2024,DCB,Aggregator commission,0.0
July 2024,VBP,Aggregator commission,8.7988
July 2024,ADM,Aggregator commission,15.5895
July 2024,SFC,Aggregator commission,10.7418
July 2024,SCK,Aggregator commission,9.9285
July 2024,SES,Aggregator commission,6.068
July 2024,JIG,Aggregator commission,8.2939
July 2024,GCN,Aggregator commission,4.9816
July 2024,ANN,Aggregator commission,5.5997
July 2024,SKO,Aggregator commission,6.7931
July 2024,JAP,Aggregator commission,5.756
July 2024,DWR,Aggregator commission,6.6071
July 2024,AVK,Aggregator commission,3.3778
July 2024,CYG,Aggregator commission,3.1321
July 2024,NSS,Aggregator commission,8.205
July 2024,GEB,Aggregator commission,5.0804
July 2024,ROH,Aggregator commission,5.3555
July 2024,EKL,Aggregator commission,9.8532
July 2024,PBF,Aggregator commission,2.7925
July 2024,KBB,Aggregator commission,5.7035
July 2024,PRM,Aggregator commission,0.0
July 2024,KAM,Aggregator commission,0.4669
July 2024,IHY,Aggregator commission,3.0804
July 2024,DCH,Aggregator commission,0.0
July 2024,SCH,Aggregator commission,0.0
July 2024,LTP,Aggregator commission,3.4023
July 2024,FSM,Aggregator commission,-0.0
July 2024,GSM,Aggregator commission,3.2589
July 2024,PPM,Aggregator commission,3.214
July 2024,FLM,Aggregator commission,4.4776
July 2024,FDN,Aggregator commission,9.4816
July 2024,DTK,Aggregator commission,6.6784
July 2024,AKA,Aggregator commission,3.6456
July 2024,HIM,Aggregator commission,2.4053
July 2024,SMR,Aggregator commission,9.9811
July 2024,ATL,Aggregator commission,3.0464
July 2024,DSL,Aggregator commission,1.5696
July 2024,ATT,Aggregator commission,1.5765
July 2024,BNJ,Aggregator commission,1.3635
July 2024,DLP,Aggregator commission,1.5374
July 2024,EXA,Aggregator commission,3.778
July 2024,VRA,Aggregator commission,2.5609
July 2024,CPM,Aggregator commission,0.6605
July 2024,KTP,Aggregator commission,4.8059
July 2024,CAR,Aggregator commission,0.9536
July 2024,VEL,Aggregator commission,4.4581
July 2024,EGL,Marketing & advertisement,0.1042
July 2024,ITPL,Marketing & advertisement,1.3465
July 2024,RMZ,Marketing & advertisement,0.1185
July 2024,KOR,Marketing & advertisement,0.8601
July 2024,DIV,Marketing & advertisement,0.3392
July 2024,IND,Marketing & advertisement,1.8315
July 2024,BAG,Marketing & advertisement,0.0547
July 2024,ECO-old,Marketing & advertisement,0.0
July 2024,DLF,Marketing & advertisement,0.0
July 2024,MAN,Marketing & advertisement,1.5729
July 2024,ECW-old,Marketing & advertisement,0.2899
July 2024,MTP,Marketing & advertisement,0.0303
July 2024,ETV,Marketing & advertisement,0.0
July 2024,VIR,Marketing & advertisement,0.2925
July 2024,Tecno,Marketing & advertisement,0.0
July 2024,ARK,Marketing & advertisement,0.3169
July 2024,SIG,Marketing & advertisement,0.0
July 2024,HSR,Marketing & advertisement,0.3602
July 2024,CVR,Marketing & advertisement,0.0181
July 2024,SJP,Marketing & advertisement,0.475
July 2024,ORW,Marketing & advertisement,1.9331
July 2024,EST,Marketing & advertisement,0.4358
July 2024,ORE,Marketing & advertisement,0.0
July 2024,AUR,Marketing & advertisement,0.0
July 2024,JPN,Marketing & advertisement,0.9945
July 2024,JPC,Marketing & advertisement,0.0
July 2024,PTP,Marketing & advertisement,0.0181
July 2024,SEC,Marketing & advertisement,0.0
July 2024,SYH,Marketing & advertisement,0.9997
July 2024,ETF,Marketing & advertisement,0.0181
July 2024,GSC,Marketing & advertisement,0.0181
July 2024,PRI,Marketing & advertisement,0.0
July 2024,ECN,Marketing & advertisement,0.0353
July 2024,RGA,Marketing & advertisement,0.051
July 2024,KNP,Marketing & advertisement,1.3411
July 2024,KCK,Marketing & advertisement,1.0783
July 2024,BVG,Marketing & advertisement,0.39
July 2024,CLA,Marketing & advertisement,0.6986
July 2024,IBC,Marketing & advertisement,0.3224
July 2024,BTG,Marketing & advertisement,0.0364
July 2024,ECT,Marketing & advertisement,0.7562
July 2024,RRR,Marketing & advertisement,0.3408
July 2024,SHV,Marketing & advertisement,0.5481
July 2024,DCB,Marketing & advertisement,0.0323
July 2024,STN,Marketing & advertisement,0.8155
July 2024,VBP,Marketing & advertisement,0.815
July 2024,ADM,Marketing & advertisement,0.8122
July 2024,SFC,Marketing & advertisement,0.7838
July 2024,SCK,Marketing & advertisement,0.4702
July 2024,SES,Marketing & advertisement,0.7182
July 2024,JIG,Marketing & advertisement,0.6593
July 2024,GCN,Marketing & advertisement,0.9899
July 2024,ANN,Marketing & advertisement,0.6017
July 2024,SKO,Marketing & advertisement,0.5255
July 2024,JAP,Marketing & advertisement,1.0367
July 2024,DWR,Marketing & advertisement,1.1953
July 2024,AVK,Marketing & advertisement,0.9
July 2024,CYG,Marketing & advertisement,0.1326
July 2024,NSS,Marketing & advertisement,0.9805
July 2024,GEB,Marketing & advertisement,1.215
July 2024,ROH,Marketing & advertisement,1.214
July 2024,EKL,Marketing & advertisement,1.7831
July 2024,PBF,Marketing & advertisement,3.9382
July 2024,KBB,Marketing & advertisement,2.5383
July 2024,PRM,Marketing & advertisement,0.0322
July 2024,KAM,Marketing & advertisement,0.5851
July 2024,IHY,Marketing & advertisement,0.7135
July 2024,DCH,Marketing & advertisement,0.0181
July 2024,SCH,Marketing & advertisement,0.0714
July 2024,LTP,Marketing & advertisement,0.4003
July 2024,FSM,Marketing & advertisement,1.3478
July 2024,GSM,Marketing & advertisement,2.5059
July 2024,PPM,Marketing & advertisement,0.5768
July 2024,FLM,Marketing & advertisement,0.5193
July 2024,FDN,Marketing & advertisement,0.355
July 2024,DTK,Marketing & advertisement,0.3639
July 2024,AKA,Marketing & advertisement,0.9534
July 2024,HIM,Marketing & advertisement,0.7354
July 2024,SMR,Marketing & advertisement,1.5135
July 2024,ATL,Marketing & advertisement,0.5076
July 2024,DSL,Marketing & advertisement,2.0197
July 2024,ATT,Marketing & advertisement,1.4024
July 2024,BNJ,Marketing & advertisement,1.8232
July 2024,DLP,Marketing & advertisement,0.0359
July 2024,EXA,Marketing & advertisement,0.4778
July 2024,VRA,Marketing & advertisement,0.8779
July 2024,CPM,Marketing & advertisement,0.1616
July 2024,KTP,Marketing & advertisement,0.6574
July 2024,CAR,Marketing & advertisement,0.3901
July 2024,VEL,Marketing & advertisement,0.9063
July 2024,EGL,Other opex expenses,1.3586
July 2024,ITPL,Other opex expenses,2.17
July 2024,RMZ,Other opex expenses,1.321
July 2024,KOR,Other opex expenses,2.1089
July 2024,INB,Other opex expenses,0.0
July 2024,DIV,Other opex expenses,1.4068
July 2024,IND,Other opex expenses,2.7404
July 2024,BAG,Other opex expenses,1.0023
July 2024,ECO-old,Other opex expenses,0.0
July 2024,DLF,Other opex expenses,0.0
July 2024,MAN,Other opex expenses,0.9757
July 2024,ECW-old,Other opex expenses,1.2443
July 2024,MTP,Other opex expenses,1.0031
July 2024,ETV,Other opex expenses,0.0
July 2024,VIR,Other opex expenses,1.3519
July 2024,Tecno,Other opex expenses,0.0
July 2024,ARK,Other opex expenses,2.2611
July 2024,SIG,Other opex expenses,0.0
July 2024,HSR,Other opex expenses,2.9969
July 2024,CVR,Other opex expenses,0.9519
July 2024,SJP,Other opex expenses,1.7527
July 2024,ORW,Other opex expenses,1.039
July 2024,EST,Other opex expenses,1.242
July 2024,ORE,Other opex expenses,0.0
July 2024,AUR,Other opex expenses,0.0
July 2024,JPN,Other opex expenses,2.3273
July 2024,JPC,Other opex expenses,0.0
July 2024,PTP,Other opex expenses,0.0343
July 2024,SEC,Other opex expenses,0.0
July 2024,SYH,Other opex expenses,1.7473
July 2024,ETF,Other opex expenses,1.0657
July 2024,GSC,Other opex expenses,2.7402
July 2024,PRI,Other opex expenses,0.0
July 2024,ECN,Other opex expenses,1.2031
July 2024,RGA,Other opex expenses,1.3124
July 2024,KNP,Other opex expenses,1.4359
July 2024,KCK,Other opex expenses,1.8589
July 2024,BVG,Other opex expenses,1.7357
July 2024,CLA,Other opex expenses,1.825
July 2024,IBC,Other opex expenses,0.8892
July 2024,BTG,Other opex expenses,1.3222
July 2024,ECT,Other opex expenses,1.5994
July 2024,RRR,Other opex expenses,1.2407
July 2024,SHV,Other opex expenses,1.5573
July 2024,DCB,Other opex expenses,1.8085
July 2024,STN,Other opex expenses,1.1668
July 2024,VBP,Other opex expenses,1.819
July 2024,ADM,Other opex expenses,2.4161
July 2024,SFC,Other opex expenses,2.4333
July 2024,SCK,Other opex expenses,1.8424
July 2024,SES,Other opex expenses,1.9943
July 2024,JIG,Other opex expenses,1.8084
July 2024,GCN,Other opex expenses,1.644
July 2024,ANN,Other opex expenses,2.2077
July 2024,SKO,Other opex expenses,2.4934
July 2024,JAP,Other opex expenses,1.5563
July 2024,DWR,Other opex expenses,1.5772
July 2024,AVK,Other opex expenses,1.3575
July 2024,CYG,Other opex expenses,1.4311
July 2024,NSS,Other opex expenses,2.1011
July 2024,GEB,Other opex expenses,1.5335
July 2024,ROH,Other opex expenses,1.4748
July 2024,EKL,Other opex expenses,1.9901
July 2024,PBF,Other opex expenses,1.4498
July 2024,KBB,Other opex expenses,1.7838
July 2024,PRM,Other opex expenses,1.1848
July 2024,KAM,Other opex expenses,1.4153
July 2024,IHY,Other opex expenses,1.4382
July 2024,DCH,Other opex expenses,3.9828
July 2024,SCH,Other opex expenses,0.9815
July 2024,LTP,Other opex expenses,1.0127
July 2024,FSM,Other opex expenses,0.7291
July 2024,GSM,Other opex expenses,0.7881
July 2024,PPM,Other opex expenses,1.2792
July 2024,FLM,Other opex expenses,1.4849
July 2024,FDN,Other opex expenses,2.4396
July 2024,DTK,Other opex expenses,1.5072
July 2024,AKA,Other opex expenses,0.9513
July 2024,HIM,Other opex expenses,1.0973
July 2024,SMR,Other opex expenses,1.6907
July 2024,ATL,Other opex expenses,0.9846
July 2024,DSL,Other opex expenses,0.7414
July 2024,ATT,Other opex expenses,1.2844
July 2024,BNJ,Other opex expenses,1.3616
July 2024,DLP,Other opex expenses,0.9841
