Month,Store,Metric,Amount (Rs Lakhs)
June 2024,GSC,store Labor Cost,3.0144
June 2024,PRI,store Labor Cost,0.0
June 2024,ECN,store Labor Cost,2.7391
June 2024,RGA,store Labor Cost,2.859
June 2024,KNP,store Labor Cost,3.5443
June 2024,KCK,store Labor Cost,4.1268
June 2024,BVG,store Labor Cost,3.7663
June 2024,CLA,store Labor Cost,3.6938
June 2024,IBC,store Labor Cost,2.2342
June 2024,BTG,store Labor Cost,3.0109
June 2024,ECT,store Labor Cost,4.453
June 2024,RRR,store Labor Cost,3.2135
June 2024,SHV,store Labor Cost,4.3352
June 2024,DCB,store Labor Cost,2.8712
June 2024,STN,store Labor Cost,1.5389
June 2024,VBP,store Labor Cost,4.1448
June 2024,ADM,store Labor Cost,6.4639
June 2024,SFC,store Labor Cost,3.5626
June 2024,SCK,store Labor Cost,3.7824
June 2024,SES,store Labor Cost,3.1442
June 2024,JIG,store Labor Cost,4.2101
June 2024,GCN,store Labor Cost,3.3284
June 2024,ANN,store Labor Cost,4.5164
June 2024,SKO,store Labor Cost,4.2816
June 2024,JAP,store Labor Cost,3.4839
June 2024,DWR,store Labor Cost,3.1728
June 2024,AVK,store Labor Cost,3.5921
June 2024,CYG,store Labor Cost,2.8251
June 2024,NSS,store Labor Cost,2.7527
June 2024,GEB,store Labor Cost,3.532
June 2024,ROH,store Labor Cost,3.7633
June 2024,EKL,store Labor Cost,5.6848
June 2024,PBF,store Labor Cost,3.5354
June 2024,KBB,store Labor Cost,2.8846
June 2024,PRM,store Labor Cost,3.2606
June 2024,IHY,store Labor Cost,4.1887
June 2024,DCH,store Labor Cost,3.0311
June 2024,SCH,store Labor Cost,2.9995
June 2024,LTP,store Labor Cost,3.2012
June 2024,FSM,store Labor Cost,3.2795
June 2024,GSM,store Labor Cost,2.4454
June 2024,PPM,store Labor Cost,2.9773
June 2024,FLM,store Labor Cost,2.9261
June 2024,FDN,store Labor Cost,4.943
June 2024,DTK,store Labor Cost,3.6704
June 2024,AKA,store Labor Cost,3.4454
June 2024,HIM,store Labor Cost,3.8009
June 2024,SMR,store Labor Cost,4.876
June 2024,ATL,store Labor Cost,2.673
June 2024,DSL,store Labor Cost,2.9526
June 2024,ATT,store Labor Cost,2.4444
June 2024,DLP,store Labor Cost,3.5538
June 2024,EXA,store Labor Cost,3.6141
June 2024,VRA,store Labor Cost,3.9341
June 2024,CPM,store Labor Cost,4.4954
June 2024,KTP,store Labor Cost,4.747
June 2024,CAR,store Labor Cost,2.3967
June 2024,VEL,store Labor Cost,4.7268
June 2024,EGL,Utility Cost,0.9125
June 2024,ITPL,Utility Cost,1.5949
June 2024,RMZ,Utility Cost,0.5631
June 2024,KOR,Utility Cost,2.251
June 2024,INB,Utility Cost,0.0
June 2024,DIV,Utility Cost,1.3313
June 2024,IND,Utility Cost,2.4583
June 2024,BAG,Utility Cost,0.5155
June 2024,ECO-old,Utility Cost,0.0
June 2024,DLF,Utility Cost,0.0
June 2024,MAN,Utility Cost,0.7778
June 2024,ECW-old,Utility Cost,1.1449
June 2024,MTP,Utility Cost,0.7492
June 2024,ETV,Utility Cost,0.0
June 2024,VIR,Utility Cost,0.9961
June 2024,Tecno,Utility Cost,0.0
June 2024,ARK,Utility Cost,1.5783
June 2024,SIG,Utility Cost,0.0
June 2024,HSR,Utility Cost,2.5292
June 2024,CVR,Utility Cost,0.876
June 2024,SJP,Utility Cost,0.0
June 2024,ORW,Utility Cost,1.0063
June 2024,EST,Utility Cost,1.5894
June 2024,ORE,Utility Cost,0.0
June 2024,AUR,Utility Cost,0.0
June 2024,JPN,Utility Cost,1.8665
June 2024,JPC,Utility Cost,0.0
June 2024,PTP,Utility Cost,0.0
June 2024,SEC,Utility Cost,0.0
June 2024,SYH,Utility Cost,1.896
June 2024,ETF,Utility Cost,0.619
June 2024,GSC,Utility Cost,0.0
June 2024,PRI,Utility Cost,0.0
June 2024,ECN,Utility Cost,1.1123
June 2024,RGA,Utility Cost,0.9296
June 2024,KNP,Utility Cost,1.4276
June 2024,KCK,Utility Cost,1.4912
June 2024,BVG,Utility Cost,1.1681
June 2024,CLA,Utility Cost,1.2899
June 2024,IBC,Utility Cost,0.8966
June 2024,BTG,Utility Cost,0.4274
June 2024,ECT,Utility Cost,1.8588
June 2024,RRR,Utility Cost,1.0169
June 2024,SHV,Utility Cost,1.092
June 2024,DCB,Utility Cost,0.0
June 2024,STN,Utility Cost,0.25
June 2024,VBP,Utility Cost,1.0344
June 2024,ADM,Utility Cost,1.4408
June 2024,SFC,Utility Cost,1.2584
June 2024,SCK,Utility Cost,1.5435
June 2024,SES,Utility Cost,1.1041
June 2024,JIG,Utility Cost,1.8567
June 2024,GCN,Utility Cost,0.867
June 2024,ANN,Utility Cost,1.5456
June 2024,SKO,Utility Cost,2.0042
June 2024,JAP,Utility Cost,1.1184
June 2024,DWR,Utility Cost,1.052
June 2024,AVK,Utility Cost,1.1153
June 2024,CYG,Utility Cost,0.7986
June 2024,NSS,Utility Cost,1.2302
June 2024,GEB,Utility Cost,2.0745
June 2024,ROH,Utility Cost,1.3055
June 2024,EKL,Utility Cost,2.5497
June 2024,PBF,Utility Cost,0.5912
June 2024,KBB,Utility Cost,1.0875
June 2024,PRM,Utility Cost,0.8
June 2024,IHY,Utility Cost,1.1538
June 2024,DCH,Utility Cost,0.0
June 2024,SCH,Utility Cost,1.1248
June 2024,LTP,Utility Cost,1.332
June 2024,FSM,Utility Cost,0.4163
June 2024,GSM,Utility Cost,0.8406
June 2024,PPM,Utility Cost,0.8017
June 2024,FLM,Utility Cost,0.9957
June 2024,FDN,Utility Cost,3.7208
June 2024,DTK,Utility Cost,1.6764
June 2024,AKA,Utility Cost,0.9848
June 2024,HIM,Utility Cost,1.2004
June 2024,SMR,Utility Cost,1.8807
June 2024,ATL,Utility Cost,0.7
June 2024,DSL,Utility Cost,0.9311
June 2024,ATT,Utility Cost,0.4234
June 2024,DLP,Utility Cost,0.6092
June 2024,EXA,Utility Cost,0.7736
June 2024,VRA,Utility Cost,1.6266
June 2024,CPM,Utility Cost,1.0
June 2024,KTP,Utility Cost,2.6585
June 2024,CAR,Utility Cost,0.7
June 2024,VEL,Utility Cost,1.9485
June 2024,EGL,Rent ,1.9401
June 2024,ITPL,Rent ,6.1943
June 2024,RMZ,Rent ,2.0978
June 2024,KOR,Rent ,2.36
June 2024,INB,Rent ,0.0
June 2024,DIV,Rent ,2.6552
June 2024,IND,Rent ,2.4811
June 2024,BAG,Rent ,1.8
June 2024,ECO-old,Rent ,0.0
June 2024,DLF,Rent ,0.0
June 2024,MAN,Rent ,2.8637
June 2024,ECW-old,Rent ,0.4071
June 2024,MTP,Rent ,1.3881
June 2024,ETV,Rent ,0.0
June 2024,VIR,Rent ,2.139
June 2024,ARK,Rent ,1.475
June 2024,SIG,Rent ,0.0
June 2024,HSR,Rent ,2.0661
June 2024,CVR,Rent ,1.1736
June 2024,SJP,Rent ,3.8009
June 2024,ORW,Rent ,4.6669
June 2024,EST,Rent ,1.701
June 2024,ORE,Rent ,0.0
June 2024,AUR,Rent ,0.0
June 2024,JPN,Rent ,5.7671
June 2024,JPC,Rent ,0.0
June 2024,PTP,Rent ,0.0
June 2024,SEC,Rent ,0.0
June 2024,SYH,Rent ,2.065
June 2024,ETF,Rent ,2.7778
June 2024,GSC,Rent ,0.0
June 2024,PRI,Rent ,0.0
June 2024,ECN,Rent ,2.6836
June 2024,RGA,Rent ,2.1766
June 2024,KNP,Rent ,1.652
June 2024,KCK,Rent ,0.3828
June 2024,BVG,Rent ,1.405
June 2024,CLA,Rent ,0.3816
June 2024,IBC,Rent ,0.7611
June 2024,BTG,Rent ,2.0434
June 2024,ECT,Rent ,1.6
June 2024,RRR,Rent ,2.0645
June 2024,SHV,Rent ,1.416
June 2024,DCB,Rent ,0.0
June 2024,STN,Rent ,0.6608
June 2024,VBP,Rent ,2.7173
June 2024,ADM,Rent ,5.1005
June 2024,SFC,Rent ,0.4969
June 2024,SCK,Rent ,0.441
June 2024,SES,Rent ,0.3307
June 2024,JIG,Rent ,1.45
June 2024,GCN,Rent ,2.4871
June 2024,ANN,Rent ,4.1515
June 2024,SKO,Rent ,3.3307
June 2024,JAP,Rent ,0.371
June 2024,DWR,Rent ,0.3675
June 2024,AVK,Rent ,2.5698
June 2024,CYG,Rent ,2.4309
June 2024,NSS,Rent ,0.47
June 2024,GEB,Rent ,1.086
June 2024,ROH,Rent ,0.45
June 2024,EKL,Rent ,3.54
June 2024,PBF,Rent ,2.214
June 2024,KBB,Rent ,0.2702
June 2024,PRM,Rent ,2.4314
June 2024,IHY,Rent ,6.6097
June 2024,DCH,Rent ,0.0
June 2024,SCH,Rent ,3.2157
June 2024,LTP,Rent ,2.3446
June 2024,FSM,Rent ,3.7784
June 2024,GSM,Rent ,1.18
June 2024,PPM,Rent ,1.912
June 2024,FLM,Rent ,1.9
June 2024,FDN,Rent ,3.0433
June 2024,DTK,Rent ,4.0556
June 2024,AKA,Rent ,1.593
June 2024,HIM,Rent ,1.475
June 2024,SMR,Rent ,1.6333
June 2024,ATL,Rent ,2.7981
June 2024,DSL,Rent ,1.5532
June 2024,ATT,Rent ,0.6923
June 2024,DLP,Rent ,2.9034
June 2024,EXA,Rent ,4.4913
June 2024,VRA,Rent ,3.1636
June 2024,CPM,Rent ,4.0203
June 2024,KTP,Rent ,3.3435
June 2024,CAR,Rent ,1.9319
June 2024,VEL,Rent ,1.7
June 2024,EGL,CAM,0.0
June 2024,ITPL,CAM,0.0
June 2024,RMZ,CAM,0.1888
June 2024,KOR,CAM,0.0
June 2024,INB,CAM,0.0
June 2024,DIV,CAM,0.177
June 2024,IND,CAM,0.0
June 2024,BAG,CAM,0.3098
June 2024,ECO-old,CAM,0.0
June 2024,DLF,CAM,0.0
June 2024,MAN,CAM,0.0
June 2024,ECW-old,CAM,0.2036
June 2024,MTP,CAM,0.0
June 2024,ETV,CAM,0.0
June 2024,VIR,CAM,0.295
June 2024,Tecno,CAM,0.0
June 2024,ARK,CAM,0.0
June 2024,SIG,CAM,0.0
June 2024,HSR,CAM,0.0
June 2024,CVR,CAM,0.295
June 2024,SJP,CAM,0.0
June 2024,ORW,CAM,1.0762
June 2024,EST,CAM,0.3788
June 2024,ORE,CAM,0.0
June 2024,AUR,CAM,0.0
June 2024,JPN,CAM,0.0
June 2024,JPC,CAM,0.0
June 2024,PTP,CAM,0.0
June 2024,SEC,CAM,0.0
June 2024,SYH,CAM,0.0
June 2024,ETF,CAM,0.0
June 2024,GSC,CAM,0.0
June 2024,PRI,CAM,0.0
June 2024,ECN,CAM,0.4445
June 2024,RGA,CAM,0.2643
June 2024,KCK,CAM,0.0
June 2024,BVG,CAM,0.118
June 2024,CLA,CAM,0.0
June 2024,IBC,CAM,0.0
June 2024,BTG,CAM,0.2602
June 2024,ECT,CAM,0.0
June 2024,RRR,CAM,0.4413
June 2024,SHV,CAM,0.1475
June 2024,DCB,CAM,0.0
June 2024,STN,CAM,0.9637
June 2024,VBP,CAM,0.4673
June 2024,ADM,CAM,1.1417
June 2024,SFC,CAM,0.0578
June 2024,SCK,CAM,0.0
June 2024,SES,CAM,0.0
June 2024,JIG,CAM,0.0865
June 2024,GCN,CAM,0.6938
June 2024,ANN,CAM,0.8615
June 2024,SKO,CAM,1.03
June 2024,JAP,CAM,0.0
June 2024,DWR,CAM,0.0
June 2024,AVK,CAM,0.7722
June 2024,CYG,CAM,0.8937
June 2024,NSS,CAM,0.0
June 2024,GEB,CAM,0.563
June 2024,ROH,CAM,0.0
June 2024,EKL,CAM,0.0
June 2024,PBF,CAM,0.59
June 2024,KBB,CAM,0.531
June 2024,PRM,CAM,1.3213
June 2024,IHY,CAM,0.4248
June 2024,DCH,CAM,0.0
June 2024,SCH,CAM,0.5464
June 2024,LTP,CAM,0.4507
June 2024,FSM,CAM,0.5711
June 2024,GSM,CAM,0.2654
June 2024,PPM,CAM,0.4553
June 2024,FLM,CAM,0.0949
June 2024,FDN,CAM,0.2804
June 2024,DTK,CAM,0.2322
June 2024,AKA,CAM,0.59
June 2024,HIM,CAM,0.0
June 2024,SMR,CAM,0.209
June 2024,ATL,CAM,0.531
June 2024,DSL,CAM,0.413
June 2024,ATT,CAM,0.0346
June 2024,DLP,CAM,0.5855
June 2024,EXA,CAM,0.63
June 2024,VRA,CAM,1.0915
June 2024,CPM,CAM,0.6933
June 2024,KTP,CAM,0.531
June 2024,CAR,CAM,0.693
June 2024,EGL,Aggregator commission,0.0
June 2024,ITPL,Aggregator commission,8.9858
June 2024,RMZ,Aggregator commission,0.9472
June 2024,KOR,Aggregator commission,6.5592
June 2024,INB,Aggregator commission,0.0
June 2024,DIV,Aggregator commission,3.213
June 2024,IND,Aggregator commission,13.0314
June 2024,BAG,Aggregator commission,0.9422
June 2024,MAN,Aggregator commission,2.0348
June 2024,ECW-old,Aggregator commission,6.2713
June 2024,MTP,Aggregator commission,0.0
June 2024,VIR,Aggregator commission,5.2599
June 2024,Tecno,Aggregator commission,0.0
June 2024,ARK,Aggregator commission,8.8176
June 2024,HSR,Aggregator commission,13.0803
June 2024,CVR,Aggregator commission,0.0
June 2024,SJP,Aggregator commission,0.0
June 2024,ORW,Aggregator commission,1.9286
June 2024,EST,Aggregator commission,6.2285
June 2024,JPN,Aggregator commission,8.8147
June 2024,SYH,Aggregator commission,7.5955
June 2024,ETF,Aggregator commission,0.0
June 2024,GSC,Aggregator commission,0.0
June 2024,PRI,Aggregator commission,0.0
June 2024,ECN,Aggregator commission,2.8885
June 2024,RGA,Aggregator commission,5.0028
June 2024,KNP,Aggregator commission,3.9412
June 2024,KCK,Aggregator commission,10.8963
June 2024,BVG,Aggregator commission,4.5098
June 2024,CLA,Aggregator commission,6.2918
June 2024,IBC,Aggregator commission,1.2385
June 2024,BTG,Aggregator commission,3.2156
June 2024,ECT,Aggregator commission,5.8368
June 2024,RRR,Aggregator commission,3.1993
June 2024,SHV,Aggregator commission,4.6742
June 2024,DCB,Aggregator commission,0.0
June 2024,STN,Aggregator commission,0.005
June 2024,VBP,Aggregator commission,8.78
June 2024,ADM,Aggregator commission,15.2327
June 2024,SFC,Aggregator commission,10.9608
June 2024,SCK,Aggregator commission,10.0581
June 2024,SES,Aggregator commission,6.1696
June 2024,JIG,Aggregator commission,8.2051
June 2024,GCN,Aggregator commission,5.3457
June 2024,ANN,Aggregator commission,5.6661
June 2024,SKO,Aggregator commission,6.2976
June 2024,JAP,Aggregator commission,5.3955
June 2024,DWR,Aggregator commission,6.435
June 2024,AVK,Aggregator commission,3.397
June 2024,CYG,Aggregator commission,2.2095
June 2024,NSS,Aggregator commission,8.0794
June 2024,GEB,Aggregator commission,4.9068
June 2024,ROH,Aggregator commission,5.4361
June 2024,EKL,Aggregator commission,8.9698
June 2024,PBF,Aggregator commission,2.7977
June 2024,KBB,Aggregator commission,4.8779
June 2024,PRM,Aggregator commission,0.0
June 2024,IHY,Aggregator commission,2.594
June 2024,DCH,Aggregator commission,0.0
June 2024,SCH,Aggregator commission,0.0
June 2024,LTP,Aggregator commission,3.8489
June 2024,FSM,Aggregator commission,0.0032
June 2024,GSM,Aggregator commission,3.7607
June 2024,PPM,Aggregator commission,3.1141
June 2024,FLM,Aggregator commission,4.6331
June 2024,FDN,Aggregator commission,9.2925
June 2024,DTK,Aggregator commission,6.8523
June 2024,AKA,Aggregator commission,3.2694
June 2024,HIM,Aggregator commission,2.282
June 2024,SMR,Aggregator commission,9.5261
June 2024,ATL,Aggregator commission,2.9108
June 2024,DSL,Aggregator commission,1.5765
June 2024,ATT,Aggregator commission,0.6633
June 2024,DLP,Aggregator commission,1.179
June 2024,EXA,Aggregator commission,3.4489
June 2024,VRA,Aggregator commission,2.6842
June 2024,CPM,Aggregator commission,0.5836
June 2024,KTP,Aggregator commission,4.7478
June 2024,CAR,Aggregator commission,0.9626
June 2024,VEL,Aggregator commission,4.199
June 2024,EGL,Marketing & advertisement,0.0175
June 2024,ITPL,Marketing & advertisement,0.717
June 2024,RMZ,Marketing & advertisement,0.0347
June 2024,KOR,Marketing & advertisement,1.4698
June 2024,DIV,Marketing & advertisement,0.2647
June 2024,IND,Marketing & advertisement,1.6655
June 2024,BAG,Marketing & advertisement,0.0347
June 2024,ECO-old,Marketing & advertisement,0.0
June 2024,DLF,Marketing & advertisement,0.0
June 2024,MAN,Marketing & advertisement,1.3631
June 2024,ECW-old,Marketing & advertisement,0.2967
June 2024,MTP,Marketing & advertisement,0.0175
June 2024,ETV,Marketing & advertisement,0.0
June 2024,VIR,Marketing & advertisement,0.5456
June 2024,Tecno,Marketing & advertisement,0.0
June 2024,ARK,Marketing & advertisement,0.9835
June 2024,SIG,Marketing & advertisement,0.0
June 2024,HSR,Marketing & advertisement,0.5079
June 2024,CVR,Marketing & advertisement,0.0162
June 2024,SJP,Marketing & advertisement,0.0
June 2024,ORW,Marketing & advertisement,0.9174
June 2024,EST,Marketing & advertisement,0.4715
June 2024,ORE,Marketing & advertisement,0.0
June 2024,AUR,Marketing & advertisement,0.0
June 2024,JPN,Marketing & advertisement,0.8135
June 2024,JPC,Marketing & advertisement,0.0
June 2024,SEC,Marketing & advertisement,0.0
June 2024,SYH,Marketing & advertisement,1.6852
June 2024,ETF,Marketing & advertisement,0.0351
June 2024,GSC,Marketing & advertisement,0.0609
June 2024,PRI,Marketing & advertisement,0.0
June 2024,ECN,Marketing & advertisement,0.1901
June 2024,RGA,Marketing & advertisement,0.0347
June 2024,KNP,Marketing & advertisement,2.1174
June 2024,KCK,Marketing & advertisement,0.8497
June 2024,BVG,Marketing & advertisement,0.3762
June 2024,CLA,Marketing & advertisement,0.6016
June 2024,IBC,Marketing & advertisement,0.239
June 2024,BTG,Marketing & advertisement,0.0162
June 2024,ECT,Marketing & advertisement,0.8293
June 2024,RRR,Marketing & advertisement,0.4826
June 2024,SHV,Marketing & advertisement,0.4846
June 2024,DCB,Marketing & advertisement,0.0788
June 2024,STN,Marketing & advertisement,0.3168
June 2024,VBP,Marketing & advertisement,0.9865
June 2024,ADM,Marketing & advertisement,0.7332
June 2024,SFC,Marketing & advertisement,0.9507
June 2024,SCK,Marketing & advertisement,0.6758
June 2024,SES,Marketing & advertisement,1.0562
June 2024,JIG,Marketing & advertisement,1.7553
June 2024,GCN,Marketing & advertisement,0.6105
June 2024,ANN,Marketing & advertisement,0.8417
June 2024,SKO,Marketing & advertisement,0.8317
June 2024,JAP,Marketing & advertisement,1.2759
June 2024,DWR,Marketing & advertisement,1.1769
June 2024,AVK,Marketing & advertisement,1.0331
June 2024,CYG,Marketing & advertisement,0.192
June 2024,NSS,Marketing & advertisement,1.144
June 2024,GEB,Marketing & advertisement,1.6664
June 2024,ROH,Marketing & advertisement,1.1708
June 2024,EKL,Marketing & advertisement,2.7587
June 2024,PBF,Marketing & advertisement,4.0562
June 2024,KBB,Marketing & advertisement,1.3855
June 2024,PRM,Marketing & advertisement,0.0162
June 2024,IHY,Marketing & advertisement,0.584
June 2024,DCH,Marketing & advertisement,0.0162
June 2024,SCH,Marketing & advertisement,0.0366
June 2024,LTP,Marketing & advertisement,1.8092
June 2024,FSM,Marketing & advertisement,0.866
June 2024,GSM,Marketing & advertisement,1.1114
June 2024,PPM,Marketing & advertisement,1.197
June 2024,FLM,Marketing & advertisement,0.8451
June 2024,FDN,Marketing & advertisement,0.2798
June 2024,DTK,Marketing & advertisement,0.3389
June 2024,AKA,Marketing & advertisement,1.6108
June 2024,HIM,Marketing & advertisement,0.6559
June 2024,SMR,Marketing & advertisement,1.8599
June 2024,ATL,Marketing & advertisement,0.8494
June 2024,DSL,Marketing & advertisement,1.9974
June 2024,ATT,Marketing & advertisement,0.9472
June 2024,DLP,Marketing & advertisement,0.0429
June 2024,EXA,Marketing & advertisement,0.3805
June 2024,VRA,Marketing & advertisement,1.7092
June 2024,CPM,Marketing & advertisement,0.0846
June 2024,KTP,Marketing & advertisement,1.2711
June 2024,CAR,Marketing & advertisement,0.2446
June 2024,VEL,Marketing & advertisement,0.79
June 2024,EGL,Other opex expenses,1.0212
June 2024,ITPL,Other opex expenses,2.0204
June 2024,RMZ,Other opex expenses,1.0909
June 2024,KOR,Other opex expenses,1.5952
June 2024,INB,Other opex expenses,0.0
June 2024,DIV,Other opex expenses,1.1627
June 2024,IND,Other opex expenses,3.1816
June 2024,BAG,Other opex expenses,0.9217
June 2024,ECO-old,Other opex expenses,0.0
June 2024,DLF,Other opex expenses,0.0
June 2024,MAN,Other opex expenses,0.9214
June 2024,ECW-old,Other opex expenses,1.1782
June 2024,MTP,Other opex expenses,0.8718
June 2024,ETV,Other opex expenses,0.0
June 2024,VIR,Other opex expenses,1.3811
June 2024,Tecno,Other opex expenses,0.0
June 2024,ARK,Other opex expenses,1.9085
June 2024,SIG,Other opex expenses,0.0
June 2024,HSR,Other opex expenses,2.5974
June 2024,CVR,Other opex expenses,0.7096
June 2024,SJP,Other opex expenses,0.2123
June 2024,ORW,Other opex expenses,1.3309
June 2024,EST,Other opex expenses,1.1758
June 2024,ORE,Other opex expenses,0.0
June 2024,AUR,Other opex expenses,0.0
June 2024,JPN,Other opex expenses,2.0401
June 2024,JPC,Other opex expenses,0.0
June 2024,PTP,Other opex expenses,0.0
June 2024,SEC,Other opex expenses,0.0
June 2024,SYH,Other opex expenses,1.7468
June 2024,ETF,Other opex expenses,1.0734
June 2024,GSC,Other opex expenses,2.7843
June 2024,PRI,Other opex expenses,0.0
June 2024,ECN,Other opex expenses,1.0902
June 2024,RGA,Other opex expenses,1.2036
June 2024,KNP,Other opex expenses,1.462
June 2024,KCK,Other opex expenses,1.4256
June 2024,BVG,Other opex expenses,1.6378
June 2024,CLA,Other opex expenses,1.4939
June 2024,IBC,Other opex expenses,0.9007
June 2024,BTG,Other opex expenses,0.9715
June 2024,ECT,Other opex expenses,1.638
June 2024,RRR,Other opex expenses,1.1622
June 2024,SHV,Other opex expenses,1.2602
June 2024,DCB,Other opex expenses,1.358
June 2024,STN,Other opex expenses,0.9104
June 2024,VBP,Other opex expenses,1.4694
June 2024,ADM,Other opex expenses,2.2587
June 2024,SFC,Other opex expenses,2.0823
June 2024,SCK,Other opex expenses,1.6194
June 2024,SES,Other opex expenses,1.6208
June 2024,JIG,Other opex expenses,2.1575
June 2024,GCN,Other opex expenses,1.3897
June 2024,ANN,Other opex expenses,1.5273
June 2024,SKO,Other opex expenses,1.9956
June 2024,JAP,Other opex expenses,1.1965
June 2024,DWR,Other opex expenses,1.169
June 2024,AVK,Other opex expenses,1.0431
June 2024,CYG,Other opex expenses,0.9927
June 2024,NSS,Other opex expenses,1.7065
June 2024,GEB,Other opex expenses,1.3322
June 2024,ROH,Other opex expenses,1.3339
June 2024,EKL,Other opex expenses,2.3569
June 2024,PBF,Other opex expenses,1.0983
June 2024,KBB,Other opex expenses,1.1694
June 2024,PRM,Other opex expenses,1.1636
June 2024,IHY,Other opex expenses,1.4251
June 2024,DCH,Other opex expenses,2.98
June 2024,SCH,Other opex expenses,1.0027
June 2024,LTP,Other opex expenses,1.181
June 2024,FSM,Other opex expenses,0.9953
June 2024,GSM,Other opex expenses,0.983
June 2024,PPM,Other opex expenses,1.0067
June 2024,FLM,Other opex expenses,1.3182
June 2024,FDN,Other opex expenses,2.3465
June 2024,DTK,Other opex expenses,1.5578
June 2024,AKA,Other opex expenses,0.9205
June 2024,HIM,Other opex expenses,0.9897
June 2024,SMR,Other opex expenses,1.6743
June 2024,ATL,Other opex expenses,1.3497
June 2024,DSL,Other opex expenses,0.8771
June 2024,ATT,Other opex expenses,1.1106
June 2024,DLP,Other opex expenses,0.8748
June 2024,EXA,Other opex expenses,0.9664
June 2024,VRA,Other opex expenses,0.8358
June 2024,CPM,Other opex expenses,1.0309
June 2024,KTP,Other opex expenses,1.1581
June 2024,CAR,Other opex expenses,0.6325
June 2024,VEL,Other opex expenses,1.6117
July 2024,EGL,Gross Sales,18.1917
July 2024,ITPL,Gross Sales,66.2999
July 2024,RMZ,Gross Sales,19.5757
July 2024,KOR,Gross Sales,47.3159
July 2024,DIV,Gross Sales,21.1953
July 2024,IND,Gross Sales,85.3618
July 2024,BAG,Gross Sales,14.511
July 2024,MAN,Gross Sales,27.4233
July 2024,ECW-old,Gross Sales,38.4423
July 2024,MTP,Gross Sales,11.6096
July 2024,VIR,Gross Sales,30.6366
July 2024,ARK,Gross Sales,61.4059
July 2024,HSR,Gross Sales,86.1641
July 2024,CVR,Gross Sales,12.3634
